serial,year_built,reg_date,previous,type,manufacturer,build_place,registration
8607-1794N,1990,1992.05.21,Cancelled 2000.12.11,Polliwagen,Polliwagen Inc,"Næstved, Denmark",OY-CYS
6513,1995,1995.12.22,Cancelled 2000.06.30,Rand Robinson KR-2,Rand Robinson Engineering Inc,"Tommerup, Denmark",OY-CYU
918,1978,1989.06.13,N2795P,Lake LA-4-200 Buccaneer,Lake Aircraft div. of Consolidated Aeronautic,"Laconia, NH, USA",OY-CYW
25-4018,1966,1990.06.26,G-AXFD OH-PIK N4502Y,Piper PA-25-235 Pawnee B,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-CYY
,1946,1946.11.25,Cancelled,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DAB
5058,1927,2029.04.05,T-DOLB,Fokker F.VIIa,"Nederlandse Vliegtuigenfabriek, NV","Amsterdam, Holland",OY-DAC
5053,1928,1930.05.15,CH-158,Fokker F.VIIa,"Nederlandse Vliegtuigenfabriek, NV","Amsterdam, Holland",OY-DAD
,1946,1946.11.27,Cancelled 1958.08.11,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DAE
44,1926,1929.06.,T-DOXF,Farman F.121 Jabiru,"Farman, H & M","København, Denmark",OY-DAF
5066,1934,1934.04.28,Cancelled 1943.12.,DH.60G-III Moth Major,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DAH
23-1888,1960,1960.08.19,Cancelled 1983.08.26,Piper PA-23-160 Apache G,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DAI
87,1935,1935.05.11,Cancelled 1947.02.13,Fokker F.XIIM,Fokker NV,"København, Denmark",OY-DAJ
,,,,,,,OY-DAK (1)
5610,1935,1936.08.08,Cancelled 1943.01.02,Junkers Ju 52/3m,Junkers Flugzeug- und Motorenwerke,"Dessau, Germany",OY-DAL
2894,1938,1938.07.21,Cancelled 1940.04.09,Focke Wulf Fw 200A-02 Condor,Focke Wulf Flugzeugbau GmbH,"Bremen, Germany",OY-DAM
,1927,1928.05.26,T-DANA,,Demuyter,"Bruxelles, Belgium",OY-DAN
,1927,1928.05.26,T-DANA,,Demuyter,"Bruxelles, Belgium",OY-DAN
1155,1938,1938.07.23,Cancelled 1943.12.,Piper J-2 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DAO
,1938,1938.12.28,Cancelled 1943.12.,S.A.I. KZ II Kupe,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DAR
6347,1937,1955.12.08,OH-DHA OH-VKH OH-BLA,DH.89A Dragon Rapide,de Havilland Aircraft Co Ltd,"Hatfield, UK",OY-DAS
1998,1939,1939.04.24,Cancelled 1943.12.,Piper J-3C-40 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DAT
11,1938,1939.04.28,Cancelled 1944.10.28,S.A.I. KZ II Sport,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DAU
4-565,1939,1939.10.03,Cancelled 1943.12.,Piper J-4A Cub Coupe,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DAV
175,1960,1960.06.25,Cancelled 1973.03.13,Jodel D.120,"Jodel, Avions","Issoire, France",OY-DAW
454,1961,,N9922Y,Champion 7FC Tri-Traveler,Champion Aircraft Corporation,,OY-DBB
1204,1955,1988.07.15,V-62,Stampe SV.4B,Stampe et Vertongen,"Evere, Belgium",OY-DBC
15072077,1972,1993.03.05,XB-CXY XC-FUQ XB-NUA (N6577G),Cessna 150L,Cessna Aircraft Company,"Wichita, KS, USA",OY-DBK
,1946,1946.11.20,Cancelled 1952.04.01,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DBU
22-5233,1957,1964.03.23,N7506D,Piper PA-22-150 Tri-Pacer,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DCB
28858,1956,1964.02.14,SE-CMN N6758A,Cessna 172,Cessna Aircraft Company,"Wichita, KS, USA",OY-DCH
7330,1942,1946.08.01,42-15535,Douglas C-53-DO Skytrooper,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DCI
B.539,1964,1964.05.04,Cancelled 1971.09.23,Beagle A.109 Airedale,Beagle Aircraft Ltd,"Rearsby, UK",OY-DCN
42962,1946,1946.04.02,NC34966,Douglas DC-3D,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DCO
TC-492,1963,1963.08.29,Cancelled 1967.04.24,Beech 95-A55 Baron,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DCP
22-7469,1960,1964.03.04,G-ARES N3558Z,Piper PA-22-160 Tri-Pacer,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DCR
25-2596,1964,1964.04.17,Cancelled 1970.11.20,Piper PA-25-235 Pawnee,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DCS
25-2597,1964,1964.04.17,Cancelled 1970.11.20,Piper PA-25-235 Pawnee,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DCT
22-9133,1961,1964.04.14,(SE-CZN),Piper PA-22-108 Colt,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DCV
185-0760,1964,1964.07.30,(N5860T),Cessna 185C Skywagon,Cessna Aircraft Company,"Wichita, KS, USA",OY-DCZ
19288,1943,1946.03.08,42-100825,Douglas C-47A-70-DL Skytrain,Douglas Aircraft Company Inc,"Long Beach, CA, USA",OY-DDA
19288,1943,1946.03.08,42-100825,Douglas C-47A-70-DL Skytrain,Douglas Aircraft Company Inc,"Long Beach, CA, USA",OY-DDA
25-2635,1964,1966.05.03,SE-EIF,Piper PA-25-235 Pawnee,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DDB
132,1965,1966.06.10,Cancelled 1968.09.23,Gardan GY-80 Horizon 180,Sud-Aviation,"Rochefort, France",OY-DDC
19218,1943,1946.03.29,42-100755,Douglas C-47A-70-DL Skytrain,Douglas Aircraft Company Inc,"Long Beach, CA, USA",OY-DDE
186,1966,1966.12.13,Cancelled,Gardan GY-80 Horizon 180,"Gardan, Yves","Tarbes, France",OY-DDF
173,1966,1966.09.22,Cancelled 1972.03.28,Gardan GY-80 Horizon 160,"Gardan, Yves","Tarbes, France",OY-DDG
30-113,1963,1968.03.05,OE-FPA N7142Y,Piper PA-30-160 Twin Comanche,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DDH
13727,1944,1946.09.16,KG726 42-93778,Douglas C-47A-25-DK Skytrain,Douglas Aircraft Company Inc,"Oklahoma City, OK, USA",OY-DDI
97,1966,1966.08.04,Cancelled,Champion 7GCAA Citabria,Champion Aircraft Corporation,"Osceola, WI, USA",OY-DDJ
15059579,1962,1966.06.10,SE-EAG N1179Y,Cessna 150B,Cessna Aircraft Company,"Wichita, KS, USA",OY-DDK
M20C-2920,1965,1966.12.12,N79805,Mooney M-20C Mark 21,Mooney Aircraft Corporation,"Kerrville, TX, USA",OY-DDL
22-7506,1960,1966.07.05,OE-DAN,Piper PA-22-150 Carribean,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DDN
20453,1943,1946.06.12,43-15987,Douglas C-47A-90-DL SkytraIN,Douglas Aircraft Company Inc,"Long Beach, CA, USA",OY-DDO
F172-0200,1965,1966.08.18,N8072Z,Reims/Cessna F172G Skyhawk,Cessna Aircraft Company,"Reims, France",OY-DDP
M20E-1199,1966,1967.01.04,(N9250M),Mooney M-20E Super-21,Mooney Aircraft Corporation,"Kerrville, TX, USA",OY-DDS
19865,1944,1946.10.28,43-15399,Douglas C-47A-80-DL Skytrain,Douglas Aircraft Company Inc,"Long Beach, CA, USA",OY-DDU
107,1959,1966.12.15,SE-CHE (D-EFEW),Klemm Kl 107B,"Klemm Flugzeugbau, Hans","Nabern-Teck, W.Germany",OY-DDV
172,1966,1966.08.04,Cancelled 1981.09.21,Gardan GY-80 Horizon 180,"Gardan, Yves","Tarbes, France",OY-DDW
,1967,1967.05.02,Cancelled 1967.08.25,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DDZ
,1925,,T-DOXB,Farman F.121 Jabiru,"Farman, H & M","Billancourt, France",OY-DEC
416,1927,1929.05.,T-DALF G-EBSI,DH.60X Moth,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DEF
1402,1929,1931.12.29,G-AALF,DH.60M Gipsy Moth,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DEG
170,1935,1935.08.12,Cancelled 1938.09.,Miles M.2F Hawk Major,Phillips & Powis Aircraft Co,"Reading, UK",OY-DEK
,1946,1965.01.22,D-EDUD OY-DHI,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DEJ
107,1934,1935.01.14,G-ACVP,Miles M.2 Hawk,Phillips & Powis Aircraft Co,"Reading, UK",OY-DEI
LBII-112,1929,1936.08.14,112 104 H2023,Avro 504N,A.V.Roe & Co Ltd,"København, Denmark",OY-DEL
2993,1938,1938.11.19,Cancelled 1947.01.31,Focke Wulf Fw 200A-05 Condor,Focke Wulf Flugzeugbau GmbH,"Bremen, Germany",OY-DEM
1162,1938,1938.07.15,Cancelled 1938.11.,Piper J-2 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DEO
1316,1938,1938.11.29,(NC17882),Piper J-2 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DEP
,1938,1939.02.09,Cancelled 1939.06.25,S.A.I. KZ II Kupe,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DER
2535,1939,1939.05.09,Cancelled 1943.12.,Piper J-3C-50 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DES
516,1959,1964.02.26,F-BJFD,Scintex CP.301C Emeraude,"Scintex, Société","Riom, France",OY-DEU
4990,1927,1939.06.22,PH-ALY PH-OTO PH-ADR H-NADR H-NADP,Fokker F.VIIa,Fokker NV,"Amsterdam, Holland",OY-DEV
23,1940,1940.,Cancelled NTU,S.A.I. KZ II Kupe,Skandinavisk Aero Industri A/S,"Ålborg, Denmark",OY-DEY
8040,1935,1940.03.30,VR-RAI,DH.87B Hornet Moth,de Havilland Aircraft Co Ltd,"Hatfield, UK",OY-DEZ
1124,1967,1967.11.21,Cancelled 2003.10.28,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DFF
1,1967,1968.09.02,Cancelled 1968.11.04,Johansen CAJO-59,"Johansen, Carl","Næsby, Denmark",OY-DFH
42931,1946,1946.05.28,Cancelled 1956.10.08,Douglas DC-4-1009 Skymaster,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DFI
1149,1967,1968.01.31,Cancelled 1972.10.13,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DFJ
1159,1967,1968.04.30,Cancelled 1975.12.18,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DFN
42987,1946,1946.05.15,N8248Q,Douglas DC-4-1009 Skymaster,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DFO
44144,1954,1967.01.24,N323A N323AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DFR
1535,1961,1967.08.04,(G-11) G-ARAY PI-C784 G-ARAY VP-LIO G-ARAY PP-VJQ G-ARAY YV-C-AMC,HS 748 Srs.2,Hawker Siddeley Aviation Ltd,"Manchester, UK",OY-DFV
1137,1967,1967.11.10,Cancelled 1973.02.12,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DFW
,,,,,,,OY-DFY (2)
,,,,,,,OY-DFY (1)
,,,,,,,OY-DFY (3)
1117,1967,1968.01.18,LN-LGA,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DFZ
1846,1945,1946.04.05,Cancelled 1946.04.21,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGA
15059166,1961,1965.10.25,SE-CXR N7066X,Cessna 150A,Cessna Aircraft Company,"Wichita, KS, USA",OY-DGB
,1967,1967.04.19,Cancelled 1971.11.01,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DGC
1890,1946,1946.05.22,Cancelled 1959.02.18,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGE
2010,1946,1946.07.02,(G-AHHG),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGI
2010,1946,1946.07.02,(G-AHHG),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGI
14050,1954,1966.11.25,G-APRK OY-DPN G-APRK PH-VLA G-APRK SA-R5,DH.114 Heron Srs.2B,de Havilland Aircraft Co Ltd,"Hatfield, UK",OY-DGK
,1962,1967.04.27,SE-CML,MS.885 Super Rallye,"Morane-Saulnier, Société des Avions","Tarbes, France",OY-DGL
0917,1966,1966.08.05,Cancelled 1968.11.26,Zlin 326 Trener-Master,Zlin,"Otrokovice, Ceskoslovakia",OY-DGM
2009,1946,1946.07.05,(G-AHHF),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGO
2009,1946,1946.07.05,(G-AHHF),Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGO
10903,1950,1966.12.12,G-ALZL LN-BDH G-ALZL,DH.114 Heron Srs.1,de Havilland Aircraft Co Ltd,"Hatfield, UK",OY-DGS
2031,1946,1946.07.13,Cancelled 1957.03.30,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGU
,1946,1968.05.09,SE-APT,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DGV
46850,1959,1965.12.16,SE-CNT N7250T N11B,Cessna 172A,Cessna Aircraft Company,"Wichita, KS, USA",OY-DGW
2025,1946,1946.07.02,Cancelled,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DGY
27-7305101,1973,1974.04.09,N40286,Piper PA-23-250 Aztec E,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DGZ
27-7305101,1973,1974.04.09,N40286,Piper PA-23-250 Aztec E,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DGZ
,1946,1946.03.15,Cancelled 1946.,S.A.I. KZ III U-,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DHA
13173,1944,1973.10.25,D-EBER HB-OSC 45-4433,Piper J-3C-65 Cub (L-4J),Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DHC
28-24829,1968,1969.01.03,LN-LMQ,Piper PA-28-140 Cherokee,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DHD
14129,1958,1969.,(G-41-2-68) XM295,DH.114 Heron Srs.3,de Havilland Aircraft Co Ltd,"Chester, UK",OY-DHE
46,1966,1969.07.01,F-BNJL,Centre Est DR 250/160 Capitaine,Centre Est Aeronautique,"Dijon, France",OY-DHH
,1946,1946.04.17,Cancelled 1956.05.15,S.A.I. KZ III U-,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DHI
,1946,1946.09.17,Cancelled 1953.02.01,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DHO
FR172F0093,1969,1969.05.07,Cancelled 2004.03.04,Reims/Cessna FR172F Rocket,Cessna Aircraft Company,"Reims, France",OY-DHR
28-24825,1968,1970.01.21,(LN-LML),Piper PA-28-140 Cherokee,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DHT
,1946,1946.06.28,Cancelled 1964.12.07,S.A.I. KZ III U-1,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DHY
04476,1956,1969.09.02,D-IBYW G-AOUF,DH.104 Dove Srs.6,de Havilland Aircraft Co Ltd,"Chester, UK",OY-DHZ
,1946,1946.11.14,Cancelled 1979.06.27,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DIA
,1946,1946.12.27,Cancelled 1951.05.21,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DIB
,1946,1946.12.30,Cancelled 1958.04.15,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DIE
12,1927,,T-DOPF D-1151,Klemm L 20,"Klemm, Leichtflugzeugbau","Sindelfingen, Germany",OY-DIF
75,1933,1933.05.15,Cancelled 1946.02.21,Fokker F.XII,Fokker NV,"København, Denmark",OY-DIG
904,1928,1934.03.20,S-353 S-103,DH.60G Gipsy Moth,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DIH
1161,1957,1965.12.16,OE-DOZ D-ELER,Mooney M20,Mooney Aircraft Inc,"Kerrville, TX, USA",OY-DII
5131,1935,1935.10.04,Cancelled 1943.12,DH.60G-III Moth Major,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DIK
8115,1937,1937.04.30,Cancelled 1943.12.,DH.87B Hornet Moth,de Havilland Aircraft Co Ltd,"Edgware, UK",OY-DIL
1492,1934,1938.05.24,Cancelled 1943.12.,Klemm Kl 25D.VII.R,"Klemm, Leichtflugzeugbau","Böblingen, Germany",OY-DIM
788,1938,1938.08.31,Cancelled 1943.12.,Miles M.17 Monarch,Phillips & Powis Aircraft Co,"Reading, UK",OY-DIO
1317,1938,1939.04.11,(NC17883),Piper J-2 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DIP
,1938,1939.02.01,Cancelled 1943.12.,S.A.I. KZ II Kupe,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DIR
2479,1939,1939.05.26,Cancelled 1943.12.,Piper J-3C-50 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DIS
1995,1939,1939.04.27,Cancelled 1943.12.,Piper J-3C-40 Cub,Piper Aircraft Corporation,"Lundtofte, Denmark",OY-DIT
6944/3,1934,1939.05.04,F-ANBD,Caudron C.282/9 Phalene,"Caudron, Société Anonyme des  Avions","Billancourt, France",OY-DIU
17248877,1961,1965.09.10,SE-CYK (N8377X),Cessna 172C Skyhawk,Cessna Aircraft Company,"Wichita, KS, USA",OY-DIW
,,,,,,,OY-DJA
1274,1968,1969.03.14,Cancelled 1983.07.12,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DJC
1284,1968,1969.04.02,Cancelled,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DJD
1314,1969,1969.05.06,Cancelled 1985.08.14,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DJE
1315,1969,1969.06.27,Cancelled 1980.06.18,SOCATA MS.880B Rallye Club,SOCATA,"Tarbes, France",OY-DJF
1531,1970,1970.04.15,Cancelled 1991.05.03,SOCATA MS.883 Rallye 115,SOCATA,"Tarbes, France",OY-DJO
1567,1970,1970.07.03,Cancelled 1991.01.10,SOCATA MS.883 Rallye 115,SOCATA,"Tarbes, France",OY-DJP
11471,1970,1970.05.08,Cancelled 1975.03.12,SOCATA MS.892A Rallye Commodore 150,SOCATA,"Tarbes, France",OY-DJT
11460,,1970.03.17,F-BNGV,SOCATA MS.892A Rallye Commodore 150,SOCATA,"Tarbes, France",OY-DJW
28-7225031,1971,1974.09.26,N1879T,Piper PA-28-140E Cherokee Cruiser,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DJY
D-9528,1973,1974.07.04,N115TW,Beech V35B Bonanza,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DJZ
,1946,1946.04.17,Cancelled 1947.07.14,S.A.I. KZ III U-,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKA
10657,1966,1967.06.30,Cancelled 1981.09.07,SOCATA MS.892A Rallye Commodore 150,SOCATA,"Tarbes, France",OY-DKC
MA-175,1967,1967.04.19,Cancelled 1987.09.15,Beech A23-24 Musketeer Super,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DKD
,1946,1946.07.26,Cancelled 1946.08.,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKE
27336,1944,1967.04.14,SX-DAC NC90903 44-9110,Douglas C-54E-15-DO Skymaster,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DKG
,1946,1946.08.16,Cancelled 1948.08.17,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKI
F150-0007/62476,1966,1966.04.26,Cancelled 1968.01.02,Reims/Cessna F150F,Cessna Aircraft Company,"Reims, France",OY-DKL
MB-193,1967,1967.03.30,Cancelled,Beech A23-19 Musketeer Sport,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DKM
,1946,1946.09.03,Cancelled 1961.06.16,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKO
17254297,1966,1966.10.14,N4228L,Cessna 172G Skyhawk,Cessna Aircraft Company,"Wichita, KS, USA",OY-DKT
107,1946,1947.02.27,Cancelled,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DKU
17248245,1960,1968.04.03,LN-VYT SE-CXT (N7745X),Cessna 172B,Cessna Aircraft Company,"Wichita, KS, USA",OY-DKZ
195,1947,1947.04.19,Cancelled 1949.10.09,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLA
30-1716,1968,1975.10.17,G-AWMB N8569Y,Piper PA-30-160 Twin Comanche B,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLC
27-7305006,1973,1975.08.05,G-BATE N40208,Piper PA-23-250 Aztec E,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLD
196,1947,1947.05.28,Cancelled 1949.09.23,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLE
270,1949,1975.11.06,D-ENOV OK-DHK,Mraz M.1C Sokol,Mraz,"Chocen, Czechoslovakia",OY-DLF
28R-7535339,1975,1975.09.30,N1578X,Piper PA-28R-200 Arrow II,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DLH
197,1947,1947.06.24,Cancelled 1948.06.29,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLI
32-7340188,1973,1975.10.08,CS-AOU N56526,Piper PA-32-300 Cherokee Six,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DLK
MU2B-20-187,1970,1975.10.15,N508MA N641KE N108MA,Mitsubishi MU-2F (MU-2B-20),Mitsubishi Jukogyo Kabushiki Kaisha,"Tokyo, Japan",OY-DLM
421B0845,1974,1975.10.20,G-BCXG N1945G,Cessna 421B Golden Eagle,Cessna Aircraft Company,"Wichita, KS, USA",OY-DLN
198,1947,1947.08.07,Cancelled 1949.09.05,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLO
31-7400990,1974,1975.08.21,N7454L,Piper PA-31-325 Navajo C/R,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLP
28-7305234,1973,1975.11.12,CS-AHY,Piper PA-28-180 Cherokee Challenger,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DLR
199,1947,1947.08.30,Cancelled 1949.02.26,Vickers V.628 Viking IB,Vickers-Armstrongs Ltd,"Weybridge, UK",OY-DLU
30-1802,1969,1975.11.10,G-AXCO N8660Y,Piper PA-30-160 Twin Comanche C,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLV
31-229,1968,1976.12.05,G-AWOW N9172Y,Piper PA-31-310 Navajo,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DLY
28-7325043,1972,1975.11.27,N15341,Piper PA-28-140F Cherokee Cruiser,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DLZ
,1946,1946.07.20,Cancelled 1951.04.12,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DMA
,1946,1965.05.07,9M-AMF VR-OAD VR-RBK VR-SCH,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DMB
30-564,1964,1965.03.17,N7502Y,Piper PA-30-160 Twin Comanche,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DMC
,1946,1946.09.16,Cancelled 1986.06.19,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DME
CD-928,1965,1965.08.11,Cancelled 1998.11.27,Beech 35-C33 Debonair,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DMH
174,1947,1965.09.06,D-ECOC HB-EPZ,S.A.I. KZ VII U-9 Lærke,Skandinavisk Aero Industri A/S,"Kastrup, Denmark",OY-DMJ
CD-745,1964,1965.03.15,SE-EKD,Beech 35-B33 Debonair,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DMK
22-5842,1958,1965.05.21,LN-AEF SE-CEL,Piper PA-22-160 Tri-Pacer,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DMM
105,1946,1947.02.07,Cancelled,S.A.I. KZ III U-2,Skandinavisk Aero Industri A/S,"København, Denmark",OY-DMO
44131,1953,1963.12.06,(SE-XBP) N310A N310AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMP
44140,1953,1964.01.03,(SE-XBR) N319A N319AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMR
44139,1954,1964.04.23,N318A N318AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMS
44136,1954,1965.02.19,CF-PWD N315A N315AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMT
44135,1953,1965.02.12,N314A CF-PWK N314A N314AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMU
120,1958,1966.02.25,F-BIAY,Piel CP.301 Emeraude,"Piel, Claude","Angers, France",OY-DMV
44142,1953,1965.12.25,N321A N321AA,Douglas DC-7,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DMW
24-0759,1959,1966.03.10,SE-CKT N5687P,Piper PA-24-250 Comanche,Piper Aircraft Corporation,"Lock Haven, PA, USA",OY-DMZ
2032,1946,1946.07.29,Cancelled 1960.07.26,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DNA
F172-0273,1966,1968.05.02,D-ELMS,Reims/Cessna F172G Skyhawk,Cessna Aircraft Company,"Reims, France",OY-DNB
42962,1946,1966.05.03,SE-CFT OY-DCO NC34966,Douglas DC-3D,Douglas Aircraft Company Inc,"Santa Monica, CA, USA",OY-DNC
111,1968,1968.08.07,Cancelled 1972.06.06,SIAI-Marchetti SF.260,SIAI-Marchetti SpA,"Cesto Calende, Italy",OY-DND
2103,1946,1946.08.26,Cancelled 1946.09.,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DNE
10342,1967,1967.11.29,PH-FLN,Fokker F.27 Friendship Srs. 400,Fokker NV,"Amsterdam, Holland",OY-DNF
TC-1151,1968,1968.11.08,Cancelled 1971.09.13,Beech 95-B55 Baron,Beech Aircraft Corporation,"Wichita, KS, USA",OY-DNH
1946,1940,1946.12.16,R1975,Miles M.14A Magister,Miles Aircraft Ltd,"Reading, UK",OY-DNI
4210103,1968,1968.04.26,(N3122K),Cessna 421,Cessna Aircraft Company,"Wichita, KS, USA",OY-DNL
28-23870,1968,1968.09.05,(LN-VYR),Piper PA-28-140 Cherokee,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DNM
28-2093,1964,1971.09.02,N8027W,Piper PA-28-180 Cherokee C,Piper Aircraft Corporation,"Vero Beach, FL, USA",OY-DNS
F172-0115,1964,1968.05.02,D-ENNY,Reims/Cessna F172F Skyhawk,Cessna Aircraft Company,"Reims, France",OY-DNT
2102,1946,1946.09.12,Cancelled 1979.05.02,Auster J/1 Autocrat,Auster Aircraft Ltd,"Leicester, UK",OY-DNU
